uniprot_id,value
Q9UI42,0.0
Q13255,0.0
Q0JRZ9,0.0
P12955,0.0
P02549,0.0
P55265,0.0
Q8IUF8,0.0
Q8N6P7,0.0
P43220,0.0
P19367,0.0
Q04912,0.0
O00170,0.0
Q99467,0.0
Q9ULW0,0.0
Q15080,0.0
P10515,0.0
P25440,0.0
Q02224,0.0
Q14766,0.0
P32455,0.0
P12757,0.0
Q16602,0.0
Q676U5,0.0
P43489,0.0
P18509,0.0
Q99728,0.0
Q96RS0,0.0
O15117,0.0
Q53EZ4,0.0
P40692,0.0
P14780,0.0
P00488,0.0
Q8IU57,0.0
P30274,0.0
Q9Y2J2,0.0
P26718,0.0
P35658,0.0
O94875,0.0
Q9UBD6,0.0
Q96JM2,0.0
P49257,0.0
P57789,0.0
O75146,0.0
G3MZY8,0.0
O75899,0.0
Q16666,0.0
P08151,0.0
Q99700,0.0
Q9Y5B0,0.0
Q8IX07,0.0
O14617,0.0
Q9Y6C2,0.0
Q9UPN9,0.0
P08514,0.0
P35555,0.0
Q8NBP7,0.0
Q8TDM6,0.0
Q7Z6A9,0.0
P06731,0.0
O15020,0.0
P35236,0.0
Q9H900,0.0
Q8NEM0,0.0
O15118,0.0
Q8ND30,0.0
O00206,0.0
Q6B0I6,0.0
P16109,0.0
Q9H251,0.0
O75569,0.0
P35070,0.0
Q9H9E3,0.0
Q9NQT8,0.0
Q9UNZ2,0.0
P38117,0.0
P11686,0.0
O43557,0.0
Q9UJY4,0.0
Q14451,0.0
Q92585,0.0
O14763,0.0
P42081,0.0
Q02297,0.0
Q5T1C6,0.0
Q9NS91,0.0
O95967,0.0
Q86UT6,0.0
P16410,0.0
P11277,0.0
Q96NW4,0.0
A8MYU2,0.0
P52735,0.0
P01023,0.0
Q9UG22,0.0
Q14432,0.0
O43278,0.0
P20585,0.0
Q14999,0.0
Q5VST9,0.0
P09913,0.0
P04275,0.0
P13498,0.0
Q6UVW9,0.0
Q05823,0.0
Q9NS23,0.0
Q9UPS6,0.0
P21709,0.0
Q01518,0.0
P51800,0.0
P13796,0.0
Q9NSD9,0.0
P21549,0.0
Q9Y237,0.0
P43026,0.0
P52179,0.0
P05107,0.0
Q9GZU2,0.0
P02774,0.0
Q9H816,0.0
Q5VVJ2,0.0
O14867,0.0
P24158,0.0
O00330,0.0
Q8WWI1,0.0
P08887,0.0
P00751,0.0
P56817,0.0
O76074,0.0
P12259,0.0
O43663,0.0
P11586,0.0
Q15276,0.0
Q5VT06,0.0
O75051,0.0
Q9P126,0.0
O75478,0.0
Q58WW2,0.0
P25454,0.0
D3W0D1,0.0
P49790,0.0
P14598,0.0
Q16820,0.0
Q92673,0.0
P14923,0.0
P20711,0.0
P17252,0.0
Q9UM73,0.0
Q15814,0.0
O00763,0.0
Q9NWX6,0.0
P18887,0.0
P15151,0.0
O15492,0.0
O43819,0.0
P05362,0.0
O95994,0.0
Q96NY9,0.0
O43572,0.0
P36404,0.0
Q96T58,0.0
P16871,0.0
O60494,0.0
A0FGR8,0.0
Q15116,0.0
P02452,0.0
O15553,0.0
Q7Z406,0.0
Q06190,0.0
Q8IVD9,0.0
Q96CV9,0.0
P54278,0.0
P20701,0.0
Q5T4W7,0.0
